,alcohol,total sulfur dioxide,volatile acidity,fixed acidity,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,citric acid,density
1405,10.2,117.0,0.39,6.3,6.9,0.069,9.0,3.15,0.35,0.24,0.9942
1281,12.1,168.0,0.27,7.7,1.8,0.028,26.0,2.99,0.48,0.34,0.9911
1745,8.6,238.0,0.34,6.1,12.0,0.053,46.0,3.16,0.48,0.31,0.9977
1464,12.7,151.0,0.44,8.0,9.1,0.031,46.0,3.16,0.27,0.49,0.9926
2437,10.0,150.0,0.26,8.0,4.8,0.05,34.0,3.13,0.5,0.28,0.99437
1041,10.7,75.0,0.275,7.7,1.0,0.039,19.0,3.01,0.56,0.3,0.992
2076,9.6,124.0,0.36,6.8,1.6,0.039,10.0,3.3,0.67,0.32,0.9948
4537,10.1,94.0,0.18,8.3,1.2,0.049,6.0,3.18,0.52,0.37,0.9937
741,11.0,57.0,0.2,5.8,1.5,0.031,21.0,3.44,0.55,0.3,0.99115
729,9.4,188.0,0.33,6.0,0.8,0.185,12.0,3.12,0.62,0.27,0.9924
4635,10.0,120.0,0.345,5.8,10.8,0.033,26.0,3.25,0.49,0.15,0.99494
4133,10.8,120.0,0.25,5.7,11.5,0.04,24.0,3.33,0.31,0.27,0.99411
3662,10.4,76.0,0.6,6.1,1.8,0.05,11.0,3.42,0.48,0.12,0.99268
1901,10.4,118.0,0.21,7.4,7.9,0.039,14.0,2.96,0.34,0.3,0.9942
690,10.1,136.0,0.2,6.9,1.9,0.043,25.0,3.31,0.6,0.34,0.9935
168,9.3,151.0,0.29,7.5,8.95,0.055,20.0,3.08,0.54,0.31,0.9968
907,12.2,124.0,0.25,7.1,2.1,0.036,30.0,3.28,0.43,0.39,0.9908
4560,13.8,107.0,0.27,5.4,4.6,0.022,29.0,3.33,0.54,0.22,0.98889
3852,12.0,93.0,0.2,5.9,1.5,0.037,38.0,3.36,0.49,0.23,0.99021
3403,11.4,99.0,0.27,8.8,5.0,0.024,52.0,2.87,0.49,0.25,0.9925
2802,10.5,79.0,0.15,5.6,5.3,0.038,8.0,3.3,0.39,0.31,0.9923
3142,12.0,140.0,0.17,7.8,1.3,0.045,35.0,3.16,0.4,0.5,0.9904
583,9.7,81.0,0.24,7.4,10.7,0.042,26.0,2.86,0.36,0.22,0.9954
978,10.7,155.0,0.28,7.7,6.7,0.037,32.0,3.39,0.62,0.33,0.9951
1766,8.8,209.0,0.32,6.6,7.7,0.054,56.0,3.17,0.45,0.26,0.9961
2222,11.4,157.0,0.45,8.0,10.8,0.051,25.0,3.06,0.47,0.28,0.9957
2659,12.2,73.0,0.15,7.1,1.0,0.033,27.0,3.24,0.41,0.34,0.98974
280,12.6,112.0,0.24,7.0,2.8,0.034,22.0,3.19,0.38,0.36,0.99
2962,9.2,94.0,0.38,6.9,13.1,0.112,14.0,3.02,0.48,0.38,0.99792
543,9.9,148.0,0.24,6.7,8.7,0.036,29.0,3.22,0.62,0.41,0.9952
3997,12.8,144.0,0.26,6.0,3.1,0.041,37.0,3.22,0.39,0.29,0.98944
3651,8.8,190.0,0.32,6.3,17.75,0.06,51.0,3.13,0.48,0.17,0.99916
303,11.1,168.0,0.29,6.0,1.3,0.055,42.0,3.32,0.43,0.21,0.9914
3065,9.8,120.0,0.15,7.0,15.3,0.045,54.0,3.18,0.42,0.38,0.9975
694,9.5,225.0,0.29,7.6,17.5,0.041,51.0,3.16,0.66,0.58,0.9997
4454,9.4,149.0,0.18,6.6,17.3,0.051,17.0,3.0,0.43,0.26,0.9984
3353,12.4,87.0,0.43,6.5,11.25,0.032,31.0,3.02,0.38,0.28,0.9922
1606,12.5,109.0,0.32,7.5,1.7,0.031,44.0,3.07,0.46,0.49,0.9906
4463,12.5,114.0,0.32,6.7,1.7,0.031,31.0,3.12,0.35,0.32,0.98946
3566,12.6,112.0,0.38,7.6,4.2,0.029,7.0,3.0,0.41,0.28,0.9906
2921,10.5,202.0,0.39,6.7,2.7,0.054,27.0,3.46,0.57,0.31,0.9948
4268,12.1,146.0,0.22,5.7,3.5,0.04,27.0,3.17,0.36,0.29,0.98999
143,9.7,99.0,0.21,8.5,4.3,0.036,24.0,3.18,0.53,0.41,0.9947
158,12.1,119.0,0.44,5.2,1.4,0.036,43.0,3.36,0.33,0.04,0.9894
4090,8.9,179.0,0.24,6.7,10.2,0.07,44.0,2.86,0.46,0.3,0.99666
38,8.6,149.0,0.24,7.3,17.95,0.057,45.0,3.21,0.36,0.39,0.9999
914,9.5,88.0,0.32,8.0,1.2,0.05,11.5,3.24,0.37,0.26,0.9946
4652,9.6,210.0,0.38,6.1,1.4,0.051,59.0,3.24,0.5,0.47,0.99309
3511,11.7,90.0,0.19,6.5,1.4,0.046,22.0,3.18,0.51,0.28,0.99038
1075,12.7,124.0,0.4,6.4,3.2,0.033,28.0,3.22,0.54,0.19,0.9904
3191,11.6,146.0,0.24,7.6,3.8,0.037,49.0,3.06,0.37,0.44,0.9911
764,9.5,168.0,0.3,6.3,5.0,0.042,36.0,3.22,0.69,0.28,0.99505
1602,12.7,77.0,0.39,5.6,4.7,0.034,27.0,3.28,0.36,0.24,0.9906
2324,9.4,190.0,0.3,6.9,7.2,0.045,54.0,3.22,0.48,0.21,0.99595
3233,11.9,93.0,0.2,6.2,11.8,0.035,21.0,3.18,0.34,0.29,0.99364
4703,10.9,83.0,0.12,5.9,1.4,0.037,36.0,3.33,0.42,0.28,0.99074
2695,11.3,121.0,0.23,5.7,9.65,0.025,26.0,3.28,0.38,0.28,0.9925
2540,10.6,177.0,0.29,9.0,12.1,0.03,34.0,3.13,0.47,0.34,0.99706
1172,12.8,119.0,0.21,7.6,1.9,0.036,10.0,3.01,0.7,0.44,0.9913
4740,9.6,189.0,0.32,6.0,1.5,0.05,56.0,3.24,0.49,0.46,0.99308
1624,10.5,131.0,0.17,9.0,1.0,0.039,46.0,3.09,0.51,0.49,0.993
1420,10.1,137.0,0.28,9.2,11.8,0.042,29.0,3.1,0.34,0.49,0.998
1634,9.2,228.0,0.25,8.3,16.8,0.048,50.0,3.03,0.52,0.49,1.0001
3708,9.0,183.0,0.35,7.7,11.8,0.088,61.0,2.86,0.47,0.46,0.99786
2639,11.6,84.0,0.14,9.2,1.1,0.034,36.0,3.05,0.55,0.37,0.99136
1010,10.3,109.0,0.16,7.6,1.4,0.043,25.0,3.11,0.75,0.44,0.9932
1481,10.1,124.0,0.25,6.6,1.7,0.048,26.0,3.37,0.6,0.24,0.9942
2728,9.9,213.0,0.35,6.5,12.4,0.051,86.0,3.16,0.51,0.28,0.9962
517,10.4,154.0,0.15,7.4,1.7,0.045,49.0,3.0,0.6,0.42,0.992
777,9.0,197.0,0.23,7.2,13.7,0.052,47.0,3.12,0.53,0.19,0.99865
895,10.3,67.0,0.19,5.6,1.1,0.043,17.0,3.23,0.53,0.39,0.9918
3372,11.0,139.0,0.15,5.6,5.55,0.051,51.0,3.47,0.5,0.26,0.99336
2530,10.5,163.0,0.3,5.8,1.6,0.036,57.0,3.38,0.59,0.12,0.99239
359,10.6,161.0,0.24,6.9,4.7,0.04,43.0,3.2,0.59,0.34,0.9935
1193,9.1,129.5,0.22,7.3,14.75,0.042,44.5,3.36,0.41,0.4,0.9998
4852,11.4,113.0,0.23,6.2,1.6,0.044,12.0,3.3,0.73,0.38,0.99176
3719,9.5,200.0,0.3,6.6,8.0,0.038,54.0,3.18,0.48,0.45,0.9956
3522,9.4,178.0,0.32,6.6,7.2,0.048,55.0,3.2,0.46,0.41,0.99537
2592,10.8,144.0,0.32,7.3,1.5,0.038,32.0,3.2,0.55,0.29,0.99296
1479,10.7,124.0,0.16,7.7,2.0,0.056,20.0,3.32,0.49,0.49,0.9948
1889,10.0,112.0,0.15,7.6,1.3,0.036,24.0,3.14,0.76,0.4,0.9932
1643,10.2,144.0,0.3,8.1,12.3,0.049,50.0,3.09,0.57,0.49,0.9971
4404,9.4,197.0,0.29,5.9,7.9,0.044,48.0,3.21,0.36,0.16,0.99512
3602,10.4,137.0,0.26,6.6,7.2,0.038,28.0,3.35,0.6,0.24,0.9952
30,10.0,142.0,0.24,8.5,10.4,0.044,20.0,3.2,0.53,0.39,0.9974
3331,10.5,159.0,0.23,6.8,8.6,0.046,47.0,3.08,0.52,0.32,0.99452
31,10.2,47.0,0.14,8.3,1.1,0.042,7.0,3.47,0.4,0.34,0.9934
3628,9.5,181.0,0.38,6.4,5.3,0.117,57.0,3.24,0.43,0.2,0.99459
2301,9.4,125.0,0.22,6.6,12.05,0.058,25.0,3.45,0.45,0.28,0.99856
551,11.3,93.0,0.25,9.2,1.2,0.026,31.0,2.93,0.37,0.34,0.9916
686,10.7,114.0,0.22,6.8,5.5,0.043,21.0,3.3,0.53,0.35,0.9938
4251,9.9,91.0,0.24,7.0,1.8,0.047,29.0,3.3,0.43,0.24,0.99251
4200,12.5,101.0,0.24,8.0,1.2,0.044,28.0,3.03,0.43,0.33,0.99035
439,9.2,108.0,0.35,6.2,1.2,0.06,23.0,3.26,0.54,0.04,0.9934
3196,11.0,127.0,0.22,6.4,9.1,0.044,35.0,2.97,0.3,0.38,0.99326
1303,10.3,163.0,0.2,8.2,8.1,0.035,60.0,3.05,0.3,0.36,0.9952
357,9.5,169.0,0.36,6.1,1.1,0.05,24.0,3.15,0.78,0.33,0.9927
4466,11.0,149.0,0.32,6.2,4.1,0.051,34.0,3.36,0.52,0.24,0.99306
2055,10.6,155.0,0.29,7.3,4.6,0.029,27.0,3.07,0.26,0.29,0.9931
1727,10.0,212.0,0.445,7.6,14.5,0.045,68.0,3.48,0.36,0.44,0.9986
3524,11.6,132.0,0.36,5.3,6.3,0.028,40.0,3.37,0.4,0.27,0.99186
3677,12.2,169.0,0.58,6.9,8.2,0.032,29.0,3.28,0.44,0.58,0.99275
64,10.3,122.0,0.24,7.2,1.4,0.038,31.0,3.15,0.46,0.27,0.9927
137,8.7,155.0,0.37,7.1,10.5,0.045,49.0,3.16,0.44,0.67,0.9975
3991,9.2,104.0,0.2,6.9,1.1,0.06,36.0,2.99,0.39,0.41,0.99317
441,10.4,137.0,0.38,6.1,6.6,0.033,25.0,3.3,0.69,0.2,0.9938
35,12.8,123.0,0.28,7.3,1.7,0.08,21.0,3.19,0.42,0.43,0.9905
3504,11.5,133.0,0.16,6.5,1.4,0.029,29.0,3.33,0.64,0.34,0.99108
470,9.3,158.0,0.37,8.6,12.15,0.039,21.0,3.0,0.73,0.7,0.9983
3298,11.8,109.0,0.24,6.3,2.3,0.039,43.0,3.34,0.44,0.35,0.99056
1772,10.9,178.0,0.4,7.8,9.5,0.059,32.0,3.04,0.43,0.26,0.9955
2681,9.3,149.0,0.19,7.2,11.2,0.061,46.0,2.99,0.59,0.27,0.99772
2876,10.7,135.0,0.22,6.4,13.9,0.04,57.0,3.21,0.38,0.31,0.99672
2949,9.0,139.0,0.28,6.0,5.0,0.078,30.0,3.1,0.36,0.52,0.99494
2516,10.2,170.0,0.32,7.1,4.0,0.038,33.0,3.27,0.64,0.29,0.99463
2969,11.0,76.0,0.2,6.7,1.4,0.025,17.0,3.11,0.44,0.3,0.99104
1759,9.3,224.0,0.62,6.6,8.7,0.046,81.0,3.17,0.44,0.2,0.99605
3048,11.7,132.0,0.17,7.1,1.3,0.023,33.0,3.11,0.56,0.43,0.99067
2465,8.7,161.0,0.28,7.5,12.1,0.041,53.0,2.98,0.44,0.78,0.99838
504,8.9,140.0,0.18,7.8,12.2,0.053,46.0,3.06,0.53,0.31,0.998
1662,10.8,114.0,0.21,6.7,1.4,0.047,30.0,2.92,0.42,0.49,0.9914
1724,10.5,122.0,0.13,7.0,5.0,0.056,31.0,3.47,0.42,0.3,0.9945
4116,8.8,158.0,0.35,6.2,18.1,0.069,33.0,3.15,0.5,0.2,0.99908
3207,10.9,126.0,0.21,6.8,1.2,0.045,24.0,3.09,0.87,0.42,0.99234
4437,11.35,166.0,0.29,6.5,9.15,0.051,25.0,3.24,0.56,0.3,0.99339
2353,10.7,89.0,0.18,7.0,1.4,0.044,46.0,3.39,0.48,0.26,0.99256
2803,11.5,99.0,0.15,5.5,14.0,0.031,16.0,3.26,0.38,0.32,0.99437
68,10.7,96.0,0.23,6.7,2.1,0.046,30.0,3.33,0.64,0.31,0.9926
1422,9.1,105.0,0.165,5.3,1.1,0.051,25.0,3.32,0.47,0.24,0.9925
2537,9.5,142.0,0.28,5.9,8.6,0.032,30.0,3.28,0.44,0.14,0.99542
589,9.5,136.0,0.23,7.0,5.8,0.04,25.0,3.19,0.58,0.33,0.995
2036,10.2,155.0,0.27,5.7,1.2,0.046,20.0,3.8,0.41,0.32,0.9934
1478,11.5,159.0,0.22,7.9,4.6,0.044,39.0,2.99,0.28,0.24,0.9927
4032,9.2,116.0,0.27,6.8,17.8,0.034,16.0,3.07,0.53,0.22,0.9989
251,9.8,197.0,0.26,8.5,16.2,0.074,41.0,3.02,0.5,0.21,0.998
2213,10.4,107.0,0.17,7.4,1.4,0.047,23.0,3.52,0.65,0.29,0.9939
3122,12.9,103.0,0.18,5.6,1.7,0.03,31.0,3.35,0.37,0.27,0.98892
853,8.6,151.0,0.34,7.7,11.1,0.039,41.0,3.06,0.49,0.58,0.9978
740,12.6,19.0,0.39,6.9,4.6,0.022,5.0,3.31,0.37,0.4,0.9915
1254,9.2,150.0,0.16,7.0,1.0,0.138,58.0,3.08,0.3,0.73,0.9936
1125,9.2,182.0,0.55,6.3,13.0,0.047,33.0,3.2,0.46,0.45,0.9974
604,9.8,134.0,0.26,6.3,1.5,0.052,34.0,2.99,0.61,0.49,0.9924
3810,10.5,162.0,0.26,6.8,15.1,0.06,42.0,3.24,0.52,0.34,0.99705
21,11.0,102.0,0.31,6.4,2.9,0.038,19.0,3.17,0.35,0.38,0.9912
3923,10.1,109.0,0.31,8.6,0.9,0.045,16.0,2.95,0.39,0.3,0.99249
3590,12.0,107.0,0.19,6.6,1.5,0.037,37.0,3.18,0.68,0.35,0.99006
4041,9.3,149.0,0.24,6.2,7.9,0.053,45.0,3.23,0.52,0.22,0.99545
778,9.5,178.0,0.22,6.9,15.0,0.053,59.0,3.37,0.82,0.37,0.9992
3907,12.8,83.0,0.31,6.7,2.4,0.038,30.0,3.09,0.36,0.3,0.98867
3100,10.7,124.0,0.14,6.7,4.3,0.028,57.0,2.91,0.54,0.51,0.99176
2350,10.0,212.0,0.31,7.9,13.3,0.048,46.0,3.47,0.59,0.22,0.99942
1579,9.0,191.0,0.31,7.6,13.4,0.062,50.0,3.22,0.53,0.49,0.9989
3634,11.0,156.0,0.31,7.6,8.8,0.021,57.0,3.08,0.38,0.27,0.99442
4675,10.6,140.0,0.21,5.7,4.5,0.04,58.0,3.29,0.62,0.37,0.99332
2365,9.8,138.0,0.32,7.6,1.6,0.092,24.0,3.19,0.44,0.35,0.99438
3669,12.7,102.0,0.37,5.9,1.6,0.029,41.0,3.41,0.55,0.32,0.98916
4766,12.4,138.0,0.32,6.4,5.0,0.055,28.0,3.27,0.5,0.25,0.99171
4448,10.3,122.0,0.3,7.3,2.5,0.045,32.0,3.18,0.54,0.25,0.99329
1474,9.5,85.0,0.25,6.9,3.6,0.057,13.0,2.99,0.48,0.24,0.9942
4741,10.9,137.0,0.27,6.1,3.9,0.034,42.0,3.24,0.46,0.31,0.99218
4585,11.8,158.0,0.33,5.0,11.8,0.03,23.0,3.41,0.64,0.23,0.99322
2908,11.3,73.0,0.2,6.2,1.0,0.031,22.0,3.24,0.52,0.31,0.99035
2855,11.2,143.0,0.33,6.9,5.0,0.027,46.0,3.25,0.43,0.26,0.9924
3334,11.4,87.0,0.425,6.6,2.35,0.034,23.0,3.05,0.41,0.25,0.99082
4775,10.1,124.0,0.27,5.0,1.2,0.076,42.0,3.32,0.47,0.4,0.99204
1938,9.9,84.0,0.16,7.2,1.2,0.031,27.0,3.33,0.34,0.35,0.9928
3333,9.9,146.0,0.165,5.1,5.7,0.047,42.0,3.18,0.55,0.22,0.9934
44,9.5,154.0,0.23,6.7,1.4,0.06,33.0,3.24,0.56,0.26,0.9934
3297,9.2,184.0,0.25,6.5,7.6,0.047,54.0,3.17,0.45,0.5,0.99572
2417,9.0,204.0,0.815,7.3,11.4,0.044,45.0,3.15,0.46,0.09,0.99713
621,9.0,171.0,0.26,6.5,8.9,0.083,50.0,2.85,0.5,0.43,0.9965
1322,10.1,152.0,0.31,5.1,0.9,0.037,28.0,3.54,0.56,0.3,0.992
4386,11.0,170.0,0.27,6.0,5.0,0.043,54.0,3.28,0.52,0.31,0.9924
4063,9.7,130.0,0.17,6.1,1.9,0.09,44.0,3.07,0.41,0.21,0.99255
4556,11.7,138.0,0.2,6.1,1.9,0.028,32.0,3.26,0.72,0.4,0.9914
3616,9.3,188.0,0.32,7.7,11.8,0.041,66.0,3.0,0.54,0.61,0.99794
1637,9.7,160.0,0.12,8.1,1.2,0.042,43.0,3.13,0.48,0.49,0.9934
2889,13.0,132.0,0.36,8.4,11.1,0.032,21.0,2.95,0.39,0.36,0.99313
1952,13.0,142.0,0.31,8.1,8.2,0.028,29.0,3.01,0.34,0.36,0.9925
844,11.0,118.0,0.21,7.3,1.6,0.034,29.0,3.3,0.5,0.29,0.9917
193,9.6,125.0,0.15,6.6,5.1,0.055,34.0,3.36,0.42,0.34,0.9942
2101,12.4,85.0,0.28,6.8,2.3,0.042,16.0,3.19,0.56,0.35,0.9906
4366,12.6,117.0,0.29,5.9,3.2,0.035,16.0,3.26,0.42,0.28,0.98959
4418,8.8,118.0,0.22,6.6,17.3,0.047,37.0,3.08,0.46,0.23,0.99906
2154,10.2,187.0,0.93,9.8,8.6,0.052,34.0,3.12,0.59,0.45,0.9994
3129,12.0,122.0,0.21,6.1,1.5,0.039,37.0,3.2,0.43,0.38,0.98972
4683,12.2,120.0,0.33,6.5,1.0,0.041,39.0,3.06,0.37,0.32,0.99004
825,9.8,167.0,0.21,7.0,7.2,0.042,36.0,3.26,0.56,0.37,0.9958
1171,9.6,118.0,0.61,8.2,5.4,0.03,15.0,3.14,0.34,0.45,0.9954
1861,10.0,186.0,0.2,7.8,10.2,0.054,78.0,3.14,0.46,0.28,0.997
3808,10.2,109.0,0.21,6.9,6.3,0.042,7.0,2.96,0.59,0.62,0.99358
4640,11.75,118.0,0.24,6.0,1.3,0.036,42.0,3.04,0.64,0.41,0.99018
3509,9.9,179.0,0.26,6.4,10.7,0.046,66.0,3.17,0.55,0.25,0.99606
1488,9.5,224.0,0.26,6.5,13.3,0.044,68.0,3.18,0.54,0.74,0.9972
2162,9.4,115.0,0.49,9.9,2.4,0.087,19.0,2.77,0.44,0.23,0.9948
4390,9.2,167.0,0.25,6.2,15.8,0.057,39.0,3.14,0.51,0.44,0.99804
4365,9.1,133.0,0.19,6.3,10.1,0.063,63.0,2.86,0.41,0.33,0.99561
4344,9.2,106.0,0.27,6.7,1.2,0.176,36.0,2.96,0.43,0.69,0.99288
3890,11.4,98.0,0.38,6.4,8.2,0.043,28.0,2.99,0.31,0.26,0.99234
4062,11.2,119.0,0.36,7.4,1.9,0.036,27.0,3.15,0.49,0.32,0.99196
3606,9.2,151.0,0.38,6.4,7.2,0.047,41.0,3.11,0.6,0.24,0.99604
272,9.3,148.0,0.25,5.8,13.1,0.051,44.0,3.29,0.38,0.26,0.9972
1077,10.0,132.0,0.26,7.8,1.3,0.037,43.0,3.18,0.65,0.44,0.9944
4191,11.2,140.0,0.27,7.8,1.2,0.05,36.0,3.09,0.45,0.35,0.99138
2232,9.5,89.0,0.2,8.4,2.8,0.054,16.0,2.96,0.45,0.31,0.99416
2886,10.5,101.0,0.41,6.6,1.6,0.042,18.0,3.13,0.41,0.31,0.99195
332,11.8,91.0,0.23,6.3,1.8,0.033,16.0,3.28,0.4,0.3,0.9906
4065,12.9,110.0,0.5,6.6,11.3,0.029,32.0,3.27,0.78,0.26,0.99302
224,10.4,140.0,0.495,6.3,1.8,0.046,31.0,3.39,0.54,0.22,0.9929
1324,10.8,182.0,0.16,6.9,1.3,0.043,21.0,3.25,0.62,0.35,0.9927
3894,12.2,134.0,0.435,5.9,6.4,0.031,21.0,3.24,0.46,0.16,0.99151
4784,10.2,161.0,0.31,6.4,12.9,0.045,55.0,3.02,0.59,0.31,0.99546
4040,9.4,185.0,0.24,6.3,1.6,0.052,48.0,3.21,0.5,0.29,0.9934
4308,11.8,87.0,0.26,6.2,2.0,0.036,16.0,3.33,0.61,0.29,0.99081
1761,10.2,124.0,0.3,8.0,5.7,0.044,31.0,3.16,0.51,0.28,0.9948
207,9.9,124.0,0.44,10.2,6.2,0.049,20.0,2.99,0.51,0.88,0.9968
4168,12.4,104.0,0.19,6.0,1.4,0.039,30.0,3.32,0.41,0.26,0.98998
3374,9.5,135.0,0.19,5.9,1.7,0.045,57.0,3.32,0.44,0.21,0.99341
980,9.8,55.0,0.19,6.0,1.5,0.152,9.0,3.12,0.46,0.71,0.9927
1451,9.3,138.0,0.4,7.2,1.1,0.048,11.0,3.01,0.42,0.49,0.9929
352,9.6,128.0,0.335,5.5,2.5,0.071,27.0,3.14,0.51,0.3,0.9924
609,10.7,94.0,0.37,7.4,5.7,0.061,12.0,3.48,0.69,0.35,0.9965
404,12.6,170.0,0.22,6.8,6.3,0.035,33.0,3.24,0.66,0.31,0.9918
1049,12.6,116.0,0.37,6.1,4.7,0.035,36.0,3.31,0.62,0.36,0.991
2664,12.5,91.0,0.21,6.2,6.6,0.03,36.0,3.32,0.45,0.34,0.9914
1955,9.0,169.0,0.29,6.4,11.1,0.063,66.0,2.89,0.57,0.28,0.9973
1615,10.7,140.0,0.19,7.5,1.6,0.047,42.0,3.4,0.47,0.49,0.9932
3040,10.8,130.0,0.2,6.3,11.8,0.045,58.0,3.2,0.35,0.37,0.99519
3913,11.1,105.0,0.25,7.2,1.5,0.054,24.0,3.17,0.48,0.32,0.99154
2186,9.5,74.0,0.39,6.5,1.2,0.217,14.0,3.08,0.53,0.81,0.9936
1840,10.5,164.0,0.18,6.9,1.0,0.054,24.0,3.42,0.51,0.33,0.9926
2432,9.4,198.0,0.27,6.4,8.4,0.044,60.0,3.21,0.47,0.17,0.99578
417,9.0,210.0,0.26,6.8,7.7,0.047,57.0,3.1,0.47,0.22,0.9959
2308,9.3,139.0,0.28,9.4,1.6,0.045,36.0,3.11,0.49,0.3,0.99534
2412,9.4,212.0,0.38,6.3,8.8,0.08,50.0,3.47,0.66,0.17,0.99803
428,9.1,89.0,0.21,7.8,1.2,0.051,20.0,3.06,0.46,0.27,0.9936
1158,9.4,189.5,0.26,5.7,4.1,0.201,73.5,3.27,0.38,0.27,0.9942
1799,9.9,162.0,0.26,6.4,7.1,0.04,35.0,3.39,0.58,0.21,0.9956
3282,10.1,125.0,0.12,6.7,2.3,0.039,43.0,3.07,0.67,0.36,0.99229
4029,11.0,139.0,0.28,6.1,7.75,0.031,33.0,3.22,0.46,0.3,0.99296
2128,9.2,146.0,0.5,5.9,2.6,0.054,36.0,3.43,0.5,0.05,0.9948
421,10.4,222.0,0.21,7.0,8.7,0.045,37.0,3.25,0.54,0.28,0.9954
2087,9.4,153.0,0.17,8.3,1.5,0.049,48.0,3.12,0.58,0.31,0.9942
2449,10.6,181.0,0.27,6.7,2.3,0.043,61.0,3.45,0.63,0.26,0.99394
2287,9.4,145.0,0.43,6.7,5.0,0.157,49.0,3.17,0.49,0.23,0.99471
986,10.3,161.0,0.28,7.4,5.3,0.054,44.0,3.12,0.48,0.3,0.9941
2808,9.4,184.0,0.27,7.0,6.1,0.042,60.0,3.2,0.5,0.48,0.99566
3253,11.8,100.0,0.3,5.3,4.2,0.029,37.0,3.3,0.36,0.16,0.9905
4848,11.1,161.0,0.36,7.0,2.5,0.048,67.0,3.05,0.56,0.35,0.99146
903,9.6,206.0,0.31,5.9,7.7,0.047,60.0,3.2,0.39,0.3,0.995
3255,9.2,193.0,0.19,7.4,14.5,0.045,39.0,3.1,0.5,0.31,0.9986
630,8.8,144.0,0.23,7.0,18.05,0.05,35.0,3.22,0.42,0.42,0.9999
3897,10.4,172.0,0.24,7.0,12.3,0.035,72.0,2.99,0.57,0.3,0.9954
4098,11.0,140.0,0.21,6.6,5.6,0.046,30.0,3.22,0.38,0.34,0.99299
1884,10.2,124.0,0.22,6.4,7.9,0.029,34.0,3.4,0.39,0.32,0.9948
2157,12.0,92.0,0.25,8.5,4.7,0.031,31.0,3.01,0.33,0.27,0.9922
1287,12.9,110.0,0.21,8.3,1.6,0.032,35.0,3.02,0.6,0.4,0.9907
2730,9.2,190.0,0.3,6.8,6.2,0.06,41.0,3.18,0.51,0.22,0.99858
4833,10.9,97.0,0.33,5.6,1.2,0.031,33.0,3.49,0.58,0.28,0.99126
1958,8.7,238.0,0.32,7.4,16.6,0.056,53.0,2.96,0.58,0.55,1.0017
2196,11.7,71.0,0.22,7.0,1.1,0.037,20.0,3.1,0.38,0.26,0.9902
4618,11.3,132.0,0.44,6.1,4.25,0.032,43.0,3.26,0.47,0.28,0.9916
1444,11.3,158.0,0.43,7.8,13.0,0.033,37.0,3.14,0.35,0.49,0.9955
3774,9.7,248.0,0.42,6.7,12.1,0.04,61.0,3.31,0.58,0.39,0.99794
196,9.1,183.0,0.29,6.4,3.6,0.197,75.0,3.01,0.38,0.44,0.9942
3453,11.1,89.0,0.34,5.6,6.9,0.038,23.0,3.25,0.49,0.3,0.99266
1453,11.8,156.0,0.52,7.6,14.0,0.034,37.0,3.14,0.38,0.49,0.9958
4577,10.0,96.0,0.15,6.3,11.4,0.05,25.0,3.21,0.49,0.34,0.99754
1892,8.7,142.0,0.24,6.8,18.3,0.046,40.0,3.3,0.41,0.31,1.0
2069,12.1,126.0,0.33,7.1,1.6,0.03,25.0,3.22,0.34,0.25,0.9901
4845,9.5,93.0,0.38,6.6,2.4,0.136,15.0,3.18,0.6,0.29,0.99336
2509,9.0,134.0,0.27,8.0,10.4,0.053,18.0,3.12,0.68,0.57,0.99732
102,9.4,164.0,0.21,6.0,12.1,0.05,55.0,3.34,0.39,0.24,0.997
3292,9.4,194.0,0.28,6.6,7.0,0.046,59.0,3.14,0.48,0.41,0.99558
1068,12.6,87.0,0.33,8.8,6.35,0.024,9.0,2.96,0.4,0.44,0.9917
3792,10.4,133.0,0.25,6.8,11.8,0.043,53.0,3.03,0.58,0.3,0.99524
3969,10.4,125.0,0.17,6.4,2.8,0.034,33.0,3.03,0.49,0.3,0.99152
184,9.3,226.0,0.26,6.8,11.9,0.043,64.0,3.02,0.63,0.56,0.997
3768,10.6,134.0,0.24,6.3,13.7,0.035,53.0,3.17,0.38,0.29,0.99567
1319,8.8,234.0,0.25,6.4,6.6,0.038,59.0,3.03,0.42,0.53,0.9955
670,9.3,199.0,0.42,7.8,9.2,0.058,34.0,3.14,0.55,0.26,0.9972
2628,10.2,219.0,0.24,7.0,9.0,0.03,42.0,3.47,0.46,0.24,0.99636
3836,12.4,103.0,0.27,8.0,1.2,0.05,41.0,3.0,0.45,0.33,0.99002
3079,12.0,125.0,0.35,6.6,4.9,0.032,9.0,3.32,0.81,0.34,0.99253
2896,10.3,218.0,0.31,7.0,7.5,0.055,42.0,3.37,0.54,0.39,0.99652
3137,11.1,135.0,0.25,6.2,1.3,0.051,42.0,3.23,0.4,0.39,0.9906
1418,10.2,132.0,0.35,6.9,1.0,0.044,18.0,3.13,0.55,0.74,0.992
4106,9.7,141.0,0.23,5.3,0.9,0.041,46.0,3.16,0.62,0.56,0.99119
3537,10.1,105.0,0.27,6.2,1.2,0.146,28.0,3.23,0.51,0.47,0.99224
1860,10.5,161.0,0.18,6.7,4.7,0.046,57.0,3.32,0.66,0.19,0.9946
1780,9.8,150.0,0.17,8.4,5.4,0.052,47.0,3.24,0.38,0.31,0.9953
